id,drug_id,sentence_index,sentences,ADR1,ADR2,ADR3,ADR4,ADR5,ADR6,ADR7,ADR8,ADR9,ADR10,ADR11,ADR12,ADR13,ADR14,ADR15,ADR16,ADR17,ADR18,ADR19,ADR20,ADR21,ADR22,ADR23,ADR24,ADR25,ADR26,ADR27,ADR28,ADR29,ADR30
560,lexapro.198,1,Slight nausea after taking the pill but nothing noticable after that.,Slight nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,lexapro.199,1,"night sweats, trouble sleeping, heart racing, nervousness, weightloss but all of these gone away after a few weeks.","night sweats, gone away after a few weeks","trouble sleeping, gone away after a few weeks","heart racing, gone away after a few weeks","nervousness, gone away after a few weeks","weightloss, gone away after a few weeks",,,,,,,,,,,,,,,,,,,,,,,,,
562,lexapro.201,1,"First few weeks: fatigue, dry mouth, jaw clenching, night sweats, always feeling too warm, vivid dreams, What's still with me today?",fatigue,dry mouth,jaw clenching,night sweats,always feeling too warm,vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,
563,lexapro.201,2,": extreme fatigue, night sweats, always too warm, slight jaw clenching, vivid dreams.",extreme fatigue,night sweats,always too warm,slight jaw clenching,vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,,
564,lexapro.201,3,Weight loss of about 10 lbs and I'm not complaining about that.,Weight loss of about 10 lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,lexapro.201,4,"I can deal with all these side effects, but would love to get rid of the fatigue.",fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,lexapro.201,7,"Sometimes I think the vivid dreaming keeps you from getting quality sleep, However, this medicine has been great-I had anxiety from divorce, new home, new job and dealing with a severely depressed ex-spouse (who is now on Effexor).",vivid dreaming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,lexapro.202,1,"Some typical antidepressant side effects, but nothing too serious.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,lexapro.203,2,"I had a few emotional side effects, but they went away very quickly.","few emotional side effects, went away very quickly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,lexapro.204,1,slight loss of libido.,slight loss of libido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,lexapro.205,1,"Decrease in Sex Drive, Flat Mood, Sleeplessness.",Decrease in Sex Drive,Flat Mood,Sleeplessness,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,lexapro.205,4,My only complaints thus far are my lack of sex drive and my mood can be a little flat at times.,lack of sex drive ,mood can be a little flat at times,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,lexapro.205,5,I have had a hard time falling asleep on this drug.,hard time falling asleep ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,lexapro.206,2,I have a general feeling of malaise; I also had some insomnia when I first started taking it (that was resolved by taking in the morning instead of the evening).,feeling of malaise,insomnia when I first started,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,lexapro.207,1,"Fatique (hard to get out of bed in morning), difficulty (but not impossible) to have orgasm and weight gain.",Fatique,hard to get out of bed in morning,difficulty to have orgasm,weight gain,,,,,,,,,,,,,,,,,,,,,,,,,,
575,lexapro.207,9,I stopped taking it because I missed having orgasms and was sick of the weight gain and fatigue.,missed having orgasms,weight gain ,fatigue,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,lexapro.207,21,It has very mild side effects when starting or stopping.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,lexapro.208,1,"some dizziness, nausea, tiredness.",some dizziness,nausea,tiredness,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,lexapro.209,2,"At 20 mg, depression was completely under control, but had weight gain and mild insomnia, o",weight gain ,mild insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,lexapro.210,1,I was shaky and could not sleep.,shaky,could not sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,lexapro.210,2,I had no appetite.,no appetite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,lexapro.211,1,"naseau, tiredness,.",naseau,tiredness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,lexapro.213,1,5 lb weight gain initially.,5 lb weight gain initially,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,lexapro.214,1,"horrible inability to swallow, shortness of breath, extreme decreased appetite, increase in energy, vivid nightmares, extreme decrease in the amount it takes to get drunk.",horrible inability to swallow,shortness of breath,extreme decreased appetite,increase in energy,vivid nightmares,extreme decrease in the amount it takes to get drunk,,,,,,,,,,,,,,,,,,,,,,,,
584,lexapro.214,6,i also get crazy drunk with less alcohol.,get crazy drunk with less alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,lexapro.216,1,"Decreased sex drive (but no problem performing), delayed orgasm (however, orgasms seem a bit more intense), moderate night sweats (primarily legs and groin area), slight tremor in right hand (only briefly and immediately upon waking up).",Decreased sex drive,delayed orgasm,moderate night sweats,slight tremor in right hand,,,,,,,,,,,,,,,,,,,,,,,,,,
586,lexapro.216,3,The side effects have been very minor for me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,lexapro.217,1,Sometimes prolongs ability to go to sleep.,Sometimes prolongs ability to go to sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,lexapro.219,1,Routine Side Effects for 4 weeks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,zoloft.2,1,"This medication caused me, like so many other people with bipolar disorder, to freak out.",freak out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,zoloft.2,2,I cut off all my hair and took the remaining 40 pills after taking about 10 pills as prescribed so it did not take long for me to get into this semi-suicidal state.,semi-suicidal state ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,zoloft.3,1,Never experienced a panic attack until AFTER taking only 4 doses (25 mg.) of this medication.,panic attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,zoloft.3,2,"Had 2 panick attacks while on Zoloft, quit taking the drug and have not had any more attacks, but now I am dealing with the fear of when/where the next one will take place.",panick attacks ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,zoloft.3,5,that is  increased anxiety.,increased anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,zoloft.4,5,"our doggie is very sick, and i was up with her all night last nite, didn't sleep.", didn't sleep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,zoloft.4,6,My stomach is a wreck.,My stomach is a wreck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,zoloft.4,7,burning and diarrhea all nite.,burning,diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,zoloft.4,8,had to pee every five minutes all night.,pee every five minutes all night,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,zoloft.4,9,I feel very speedy and my heart is racing.,feel very speedy ,heart is racing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,zoloft.4,10,"My stomach is on fire, and feels like i drank draino.",stomach is on fire,feels like i drank draino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,zoloft.5,1,"Took the pill for depression for a year and a half, extreme weight gain, no sex drive, even more depressed",extreme weight gain,no sex drive,more depressed,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,zoloft.6,1,"Made me really forgettful, weakness so bad it was a struggle just to comb my hair.",really forgettful,weakness so bad,struggle just to comb my hair,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,zoloft.6,3,Also made me extremely angry.,extremely angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,zoloft.7,1,"suicidal thoughts, no sexual satisfaction, horrible drug.",suicidal thoughts,no sexual satisfaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,zoloft.7,4,"I got so depressed on it that I swollowed the whole bottle hoping to end my life, but luckilly Iam still here",so depressed ,swollowed the whole bottle hoping to end my life,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,zoloft.8,1,"Increase in panic attacks / anxiety,  weight gain (10lbs), headaches and vivid dreams.",Increase in panic attacks,Increase in anxiety,weight gain ,headaches ,vivid dreams,,,,,,,,,,,,,,,,,,,,,,,,,
606,zoloft.9,1,"Made me have tremors, also made me feel like I wanted to crawl out of my skin.",tremors,feel like I wanted to crawl out of my skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,zoloft.9,2,I have been off this drug for almost 3 years and I still feel like this!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,zoloft.10,1,"Severe chest pain, huge weight gain, onset of fibromyalgia and horrible arthritis pain.",Severe chest pain,huge weight gain,fibromyalgia,horrible arthritis pain,,,,,,,,,,,,,,,,,,,,,,,,,,
609,zoloft.10,3,Have been off work for 8 months due to the effects of Zoloft.,Have been off work for 8 months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,zoloft.10,4,Within 45 days of starting Zoloft I gained 50+ lbs I started having sever chest pains.,gained 50+ lbs,sever chest pains,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,zoloft.10,5,"I had to have a heart cath, echo, stress echo and several other heart test.","have a heart cath, echo, stress echo and several other heart test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,zoloft.10,6,Was in ER 4 times and Was in CCU 2 times.,Was in ER,Was in CCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,zoloft.10,8,I was so sick I thought I would die.,so sick,thought I would die,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,zoloft.10,9,Stayed away from my grandkids cuz I didn't want them to find me dead.,stayed away from my grandkids,didn't want them to find me dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,zoloft.10,10,Lost all of my energy.,Lost all of my energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,zoloft.10,11,"developed Shortness of breath, fibromyalgia type pain, arthritis pain.",Shortness of breath,fibromyalgia type pain,arthritis pain,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,zoloft.10,12,Could barely walk.,barely walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,zoloft.10,14,I have been off work for 8 months.,been off work ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,zoloft.10,18,I lost my job and will have to find another one.,lost my job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,zoloft.11,1,"Not sleeping for over 48 hours, heart palpitations, ending up in hospital in a manic state.",Not sleeping for over 48 hours,heart palpitations,ending up in hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,zoloft.11,2,Total sexual dysfunction which has continued for six months with no improvement after stopping the medication.,sexual dysfunction which has continued for six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,zoloft.11,5,Facing the possibility of a lifetime with no sexual enjoyment (and the impaired relationships this implies) has been devastating.,no sexual enjoyment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,zoloft.12,1,"Suicidal ideation, weight gain, suicidal tendencies, tingling fingers, dizzy, tremor, insomnia.",Suicidal ideation,weight gain,suicidal tendencies,tingling fingers,dizzy,tremor,insomnia,,,,,,,,,,,,,,,,,,,,,,,
624,zoloft.12,3,After taking this for three weeks I began to not process thoughts well and found it difficult to concentrate and function well.,not process thoughts well,difficult to concentrate,difficult to function,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,zoloft.12,4,I felt very shakey in my hands especially in the afternoons making tying a bow or a knot very difficult.,very shakey in my hands,tying a bow or a knot very difficult,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,zoloft.12,5,I found work hard to focus on and suffered some memory difficulties.,hard to focus,memory difficulties,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,zoloft.12,6,I was carrying out 'risky' behaviours and after 4 weeks of taking it I ended up in the emergency department of the hospital twice in 4 days for over-dosing.,carrying out 'risky' behaviours,ended up in the emergency department,over-dosing,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,zoloft.12,11,I had never previously carried out any risky suicidal behaviours until after taking zoloft for 3 weeks.,risky suicidal behaviours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,zoloft.13,1,"Long-term use of SSRIs (not just this one) caused Serotonin Syndrome, which included incontinence.",incontinence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,zoloft.14,1,"Weight gain (20lbs), no sexual feelings at all, inability to reach orgasm, terrible night sweats, tremor in hands, headaches, feeling of foggyness, and fatigue, At first, I din't realize all of these side effects were related to Zoloft.",Weight gain,no sexual feelings at all,inability to reach orgasm,terrible night sweats,tremor in hands,headaches,feeling of foggyness,fatigue,,,,,,,,,,,,,,,,,,,,,,
631,zoloft.15,1,didn't notice much difference until 75 mg- where i completely freaked out.,completely freaked out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,zoloft.15,2,i thought about suicide and was VERY scared to continue any other sort of SSRI.,thought about suicide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,zoloft.16,1,"severe agitation , really lightheadnessed , suicidal thoughts .",severe agitation,really lightheadnessed,suicidal thoughts,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,zoloft.16,3,being sick all the time .,being sick all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,zoloft.16,4,"feeling really weird on it sevre visual disturbances and extreme weakness

.",sevre visual disturbances, extreme weakness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,zoloft.17,2,"Within a few days of taking it, horrible anxiety.",horrible anxiety,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,zoloft.17,4,"I slept a lot, had no appetite whatsoever, lost weight, felt like I was not myself at all.",slept a lot,had no appetite,lost weight,felt like I was not myself ,,,,,,,,,,,,,,,,,,,,,,,,,,
638,zoloft.17,5,I practically had a nervous breakdown on it.,nervous breakdown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,zoloft.17,6,Yawning A LOT.,Yawning A LOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,zoloft.17,7,"I just felt so weird all the time, I HAD to come off it.",felt so weird all the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,zoloft.17,12,"I had a very bad reaction to this, though it does appear to help some, Don't be afraid to tell your doctor what it is doing to you and don't just go along with their ""the side effects will go away.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,zoloft.18,1,"Weight gain (20lbs), no sexual feelings at all, inability to reach orgasm, terrible night sweats, tremor in hands, headaches, feeling of, At first, I din't realize all of these side effects were related to Zoloft.",Weight gain,no sexual feelings,inability to reach orgasm,terrible night sweats,tremor in hands,headaches,,,,,,,,,,,,,,,,,,,,,,,,
643,zoloft.19,1,"distrust of all include myself, insomnia, dizziness, lose weight, anxiety, panic attack, swoon.",distrust of all include myself,insomnia,dizziness,lose weigh,anxiety,panic attack,swoon,,,,,,,,,,,,,,,,,,,,,,,
644,zoloft.20,1,Six hours after my first small (25mg) dose I had diarrhea.,diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,zoloft.20,3,On day 3 I tried to exercise and began sweating profusely after about 10 minutes.,sweating profusely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,zoloft.20,4,I awoke on day 4 with nausea and listlessness.,nausea,listlessness,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,zoloft.20,5,I tried to go to work but could not.,tried to go to work but could not,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,zoloft.20,6,"I laid on my sofa for hours, sometimes awake, sometimes asleep, feeling nauseated and  listless.",feeling nauseated,feeling listless,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,zoloft.21,1,"after taking just 2nd low dose sent my anxiety through the roofracing thoughts,didnt sleep on it plus a volcano of negative emotions racing inside me.",sent my anxiety through the roof,racing thoughts,didnt sleep on it ,volcano of negative emotions racing inside me,,,,,,,,,,,,,,,,,,,,,,,,,,
650,zoloft.21,2,ended up physch primary care with it.,ended up physch primary care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,zoloft.22,1,"Night terrors, Vivid dreams, Nightmares.",Night terrors,Vivid dreams,Nightmares,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,zoloft.22,2,auditory hallucinations everyday!,auditory hallucinations everyday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,zoloft.23,1,Severe teeth clenching/TMJ which caused excruciating headaches .,Severe teeth clenching,TMJ ,excruciating headaches ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,zoloft.23,2,clenching came on right after taking the dose and would gradually wear off .,clenching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,zoloft.23,3,"took me three days to figure out the connection, during which I was laying in a darkened room with a migraine.",migraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,zoloft.24,1,"Excessive sweating, nervousness, sick stomach, zombie-like feeling, tiredness, etc.",Excessive sweating,nervousness,sick stomach,zombie-like feeling,tiredness,,,,,,,,,,,,,,,,,,,,,,,,,
657,zoloft.24,2,"I would not recommend this drug to anyone, it is not worth the hell you go through, due to the side effects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,zoloft.25,1,"extreme nervousness, uncontrollable urge for innappropriate laughter,emotional numbness, profuse sweating, the list goes on and on.",extreme nervousness,uncontrollable urge for innappropriate laughter,emotional numbness,profuse sweating,,,,,,,,,,,,,,,,,,,,,,,,,,
659,zoloft.26,5,I struggled with the decision to take it because I was so worried that it may harm him because it does pass into breast milk in tiny amounts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,zoloft.27,1,"Total loss of libido, horrific nightmares, insomnia, weight fluctuations, irritability/angry all the time.",Total loss of libido,horrific nightmares,insomnia,weight fluctuations,irritability,angry all the time,,,,,,,,,,,,,,,,,,,,,,,,
661,zoloft.27,2,"I was on Zoloft for about 4 months, and after the first 2 weeks I had absolutely no sex drive.",absolutely no sex drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,zoloft.27,3,"After the first 3 weeks, the nightmares began, and became increasingly gorey and horrific, to the point I would become paranoid.",nightmares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,zoloft.27,4,"I began sleeping in odd patterns, for only a few hours at a time.",sleeping in odd patterns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
